月份,名称,对应收款id,对应订单编号,退款美金,手续费美金,美金退款合计,退款原始金额,原始币种,运营,归属,订单付款时间,订单所属月份,争议费,类型,退款类型,运营.1
2024-12.01-12.31,鼎锋onerway手动退款,1856175810458034176,2411121122522012021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857163857001586688,2411141121459692021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856084910696439808,2411120521419692021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858302976478027776,2411180815291792021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858140911310348288,2411172131298322021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859776864747655168,2411220952113712021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855768803120910336,2411110825351632021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858677910228307968,2411190856122452021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857941651692326912,2411170819423612021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857749089949982720,2411161931255722021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858318621844312064,2411180858205362021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858464581010460672,2411181857389432021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856355730282913792,2411122317499112021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856703629806149632,2411132209466662021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863047232937660416,2412011025022742021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-01,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856777952667508736,2411140313591912021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858656000085995520,2411190738161932021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856725016180563968,2411132156428452021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866272278585933824,2412100752418322021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-10,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859614324814123008,2411212306181562021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-21,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway拒付退款,1858260957667921920,2411180528312232021484887,45.98,20,65.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,拒付退款,拒付退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862623250090434560,2411300622424492021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857850020913876992,2411170215367882021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858123581612232704,2411172022383192021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857859719973441536,2411140256388062021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855700235159216128,2411110353074562021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864885307221356544,2412061211199662021484887,49.89,1,50.89,49.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864849068157972480,2412060947199562021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864437449565286400,2412050629431992021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858105400977924096,2411171909429512021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857856693225267200,2411170242063992021484887,52.5,1,53.5,52.5,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856756664037150720,2411140150593392021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858911803065892864,2411200034444572021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-20,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863975926887759872,2412032357455332021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-03,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859993326892486656,2411230012202352021484887,51.98,1,52.98,51.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-23,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864008505338769408,2412040207135262021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862501353264644096,2411292218189832021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-29,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860014393052762112,2411230129563492021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-23,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856723084070227968,2411132337335012021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856708522415624192,2411132235127542021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864794460236693504,2412060602544982021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856767974120493056,2411140235568392021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866165943861121024,2412100057158982021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-10,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864001781475196928,2412040140309772021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855962223969964032,2411112114101202021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858546689569591296,2411190021011132021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858196091674435584,2411180110459022021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856771459117359104,2411140248595302021484887,45.78,1,46.78,45.78,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856650662935662592,2411131849465512021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864805032495824896,2412060652208252021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856062521472323584,2411120345131042021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857118617150558208,2411150149157672021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857548623752339456,2411160617574742021484887,54.9,1,55.9,54.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857154399928193024,2411150411272562021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864729588635414528,2412060152336482021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855660009229520896,2411110113164922021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855746231574601728,2411110655536682021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858459971608784896,2411181839199702021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858552363678576640,2411190046273952021484887,52.49,1,53.49,52.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858239003418300416,2411180401179432021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857847423725342720,2411170205171962021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856366029727735808,2411122355214482021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857903553021353984,2411170548195662021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855668117897093120,2411110139088882021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858205642872201216,2411180144478342021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858693961259298816,2411170746264912021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858697182916775936,2411191018133722021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858611870127493120,2411190406181082021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858297005022257152,2411180737442372021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857799975971725312,2411162256444052021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863563394062626816,2412022038306302021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-02,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857924451635961856,2411170708044482021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857833877859868672,2411170111276972021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858277842585260032,2411180635362052021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858835218166059008,2411191930256032021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856693684742266880,2411132122256512021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859689169065218048,2411220403436482021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863094466005831680,2412011332331112021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-01,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857433234418573312,2411152239261222021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862698731322089472,2411301122387062021484887,49.89,1,50.89,49.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858697375120764928,2411191022325002021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
